房屋编号,小区名称,小区地址,出租方式,房屋面积,房屋朝向,户型结构,所在楼层,出租价格,房屋优点,详情链接
XM2762176311576502272,槟榔西里单号区,思明-槟榔-槟榔西里单号区 ,整租, 70㎡ ,南 北 , 2室1厅1卫 , 高楼层 （6层）,4500,,https://xm.lianjia.com/zufang/XM2762176311576502272.html
XM2760761989222637568,保利叁仟栋,同安-环东海域-保利叁仟栋·壹海里 ,整租, 88㎡ ,南 , 4室2厅2卫 , 中楼层 （33层）,3500,精装 双卫生间,https://xm.lianjia.com/zufang/XM2760761989222637568.html
XM2760721129009053696,园博1号一期,集美-杏锦路-园博1号一期 ,整租, 118㎡ ,东南 西北 , 2室2厅2卫 , 低楼层 （32层）,5000,精装 双卫生间 随时看房,https://xm.lianjia.com/zufang/XM2760721129009053696.html
XM2725298385086054400,中交和美新城一期,集美-集美新城-中交和美新城一期 ,整租, 93㎡ ,东南 , 3室2厅1卫 , 高楼层 （32层）,4000,近地铁 精装,https://xm.lianjia.com/zufang/XM2725298385086054400.html
XM2724449962707656704,莲花新城一期,集美-集美新城-莲花新城一期 ,整租, 106㎡ ,东南 , 3室2厅2卫 , 中楼层 （33层）,5000,近地铁 精装 双卫生间,https://xm.lianjia.com/zufang/XM2724449962707656704.html
XM2728085966811037696,恒大帝景,集美-集美新城-恒大帝景 ,整租, 123㎡ ,东南 , 3室2厅2卫 , 低楼层 （19层）,4100,精装 双卫生间,https://xm.lianjia.com/zufang/XM2728085966811037696.html
XM2729692821132427264,禾祥西路,思明-禾祥西路-禾祥西路 ,整租, 70㎡ ,南 北 , 2室1厅1卫 , 高楼层 （6层）,3200,,https://xm.lianjia.com/zufang/XM2729692821132427264.html
XM2750072668937535488,墩上小区,湖里-五缘湾-墩上小区 ,整租, 90㎡ ,南 北 , 2室1厅1卫 , 低楼层 （14层）,4300,近地铁 精装,https://xm.lianjia.com/zufang/XM2750072668937535488.html
XM2749081168925433856,海上五月花六期,集美-集美其它-海上五月花六期 ,整租, 125㎡ ,南 , 3室2厅2卫 , 高楼层 （39层）,4500,精装 双卫生间 随时看房,https://xm.lianjia.com/zufang/XM2749081168925433856.html
XM2749271283396526080,米兰春天,思明-七星路-米兰春天 ,整租, 52㎡ ,北 , 2室2厅1卫 , 中楼层 （28层）,4500,精装,https://xm.lianjia.com/zufang/XM2749271283396526080.html
XM2750768299288559616,玉荷里,思明-莲花一村-玉荷里 ,整租, 69㎡ ,南 北 , 2室1厅1卫 , 高楼层 （6层）,4200,随时看房,https://xm.lianjia.com/zufang/XM2750768299288559616.html
XM2748447010830434304,金丰花园,思明-禾祥西路-金丰花园 ,整租, 65㎡ ,西 , 2室2厅1卫 , 高楼层 （5层）,4200,随时看房,https://xm.lianjia.com/zufang/XM2748447010830434304.html
XM2750117358650523648,水晶湖郡C区,集美-集美新城-水晶湖郡C区 ,整租, 135㎡ ,南 , 3室2厅2卫 , 高楼层 （30层）,4200,双卫生间,https://xm.lianjia.com/zufang/XM2750117358650523648.html
XM2749244477875945472,海晟棕蓝海,思明-槟榔-海晟棕蓝海 ,整租, 47㎡ ,南 , 1室1厅1卫 , 高楼层 （32层）,4500,近地铁 精装,https://xm.lianjia.com/zufang/XM2749244477875945472.html
XM2750519777633247232,汇景雅苑,海沧-未来海岸北师大-汇景雅苑 ,整租, 86㎡ ,西南 , 2室2厅2卫 , 高楼层 （26层）,3000,精装 双卫生间,https://xm.lianjia.com/zufang/XM2750519777633247232.html
XM2749316643971661824,长青路,思明-莲坂-长青路 ,整租, 55㎡ ,西 , 1室1厅1卫 , 低楼层 （18层）,3300,精装,https://xm.lianjia.com/zufang/XM2749316643971661824.html
XM2748673522607071232,联发杏林湾一号二期,集美-杏林桥头-联发杏林湾一号二期 ,整租, 131㎡ ,南 北 , 3室2厅2卫 , 高楼层 （30层）,4800,精装 双卫生间,https://xm.lianjia.com/zufang/XM2748673522607071232.html
XM2749304800205348864,镇海路,思明-思明南路-镇海路 ,整租, 62㎡ ,南 , 2室1厅1卫 , 中楼层 （8层）,4100,随时看房,https://xm.lianjia.com/zufang/XM2749304800205348864.html
XM2749997251139993600,国贸商城同悦,集美-集美其它-国贸商城同悦 ,整租, 111㎡ ,南 , 3室2厅1卫 , 高楼层 （34层）,3700,精装 随时看房,https://xm.lianjia.com/zufang/XM2749997251139993600.html
XM2750584991418155008,汇景雅苑,海沧-未来海岸北师大-汇景雅苑 ,整租, 120㎡ ,南 , 3室2厅2卫 , 中楼层 （11层）,3600,精装 双卫生间,https://xm.lianjia.com/zufang/XM2750584991418155008.html
XM2750692927612395520,万科城四期,海沧-马銮湾东-万科城四期 ,整租, 113㎡ ,西南 , 3室2厅2卫 , 中楼层 （46层）,4500,精装 双卫生间 随时看房,https://xm.lianjia.com/zufang/XM2750692927612395520.html
XM2750743281028562944,汇景佳园,海沧-未来海岸北师大-汇景佳园 ,整租, 98㎡ ,南 北 , 3室2厅2卫 , 中楼层 （23层）,3600,精装 双卫生间,https://xm.lianjia.com/zufang/XM2750743281028562944.html
XM2750539921340243968,金岭花园,湖里-金尚-金岭花园 ,整租, 61㎡ ,南 , 2室1厅1卫 , 高楼层 （17层）,3600,近地铁,https://xm.lianjia.com/zufang/XM2750539921340243968.html
XM2751231326056087552,莲花首岸,集美-集美新城-莲花首岸 ,整租, 95㎡ ,东南 南 , 3室2厅1卫 , 中楼层 （35层）,4000,近地铁 精装,https://xm.lianjia.com/zufang/XM2751231326056087552.html
XM2750835794951274496,水晶湖郡C区,集美-集美新城-水晶湖郡C区 ,整租, 119㎡ ,南 , 3室1厅2卫 , 高楼层 （27层）,3000,双卫生间,https://xm.lianjia.com/zufang/XM2750835794951274496.html
XM2751270294781444096,兴华路15号,思明-实验小学及周边-兴华路15号 ,整租, 46㎡ ,南 , 2室1厅1卫 , 低楼层 （6层）,3800,,https://xm.lianjia.com/zufang/XM2751270294781444096.html
XM2751231463579467776,海峡国际社区二期,思明-会展中心-海峡国际社区二期 ,整租, 60㎡ ,北 , 1室0厅1卫 , 低楼层 （32层）,4800,精装,https://xm.lianjia.com/zufang/XM2751231463579467776.html
XM2750679971474718720,世茂璀璨天城一期,集美-集美新城-世茂璀璨天城一期 ,整租, 84㎡ ,南 , 3室2厅2卫 , 高楼层 （32层）,4500,精装 双卫生间,https://xm.lianjia.com/zufang/XM2750679971474718720.html
XM2750751757348388864,未来海岸浪琴湾,海沧-未来海岸北师大-未来海岸浪琴湾 ,整租, 117㎡ ,南 , 3室2厅2卫 , 中楼层 （6层）,4800,精装 双卫生间,https://xm.lianjia.com/zufang/XM2750751757348388864.html
XM2749983620491124736,世茂璀璨天城二期,集美-集美新城-世茂璀璨天城二期 ,整租, 106㎡ ,南 , 3室2厅2卫 , 低楼层 （33层）,3600,精装 双卫生间,https://xm.lianjia.com/zufang/XM2749983620491124736.html
XM2684809129700098048,凤麟花园,集美-集美文教区-凤麟花园 ,整租, 117㎡ ,南 , 3室2厅2卫 , 中楼层 （8层）,3450,双卫生间,https://xm.lianjia.com/zufang/XM2684809129700098048.html
XM2678209558962511872,禾祥花园,思明-思北-禾祥花园 ,整租, 60㎡ ,南 , 1室1厅1卫 , 低楼层 （7层）,3000,,https://xm.lianjia.com/zufang/XM2678209558962511872.html
XM2678909314739216384,特房银溪墅府图尔花园,翔安-环东海域-特房银溪墅府图尔花园 ,整租, 125㎡ ,南 , 3室2厅2卫 , 高楼层 （32层）,3200,精装 双卫生间,https://xm.lianjia.com/zufang/XM2678909314739216384.html
XM2687867529380241408,万科金域华府二期,集美-杏林桥头-万科金域华府二期 ,整租, 42㎡ ,南 , 2室1厅2卫 , 中楼层 （31层）,3200,近地铁 精装 双卫生间 随时看房,https://xm.lianjia.com/zufang/XM2687867529380241408.html
XM2688497351479533568,国贸天峯,集美-杏北-国贸天峯 ,整租, 98㎡ ,南 , 3室2厅2卫 , 中楼层 （34层）,4000,近地铁 精装 双卫生间,https://xm.lianjia.com/zufang/XM2688497351479533568.html
XM2689853632802717696,莲花首岸,集美-集美新城-莲花首岸 ,整租, 96㎡ ,南 北 , 3室2厅1卫 , 低楼层 （38层）,4000,近地铁 精装,https://xm.lianjia.com/zufang/XM2689853632802717696.html
XM2694160006433218560,泰禾厦门院子,海沧-马銮湾中心片区-泰禾厦门院子 ,整租, 96㎡ ,南 , 3室2厅1卫 , 低楼层 （59层）,3500,近地铁 精装 随时看房,https://xm.lianjia.com/zufang/XM2694160006433218560.html
XM2783902687212093440,罗宾森购物广场,思明-火车站-罗宾森购物广场 ,整租, 106㎡ ,西 北 , 3室2厅2卫 , 中楼层 （31层）,4800,新上 双卫生间,https://xm.lianjia.com/zufang/XM2783902687212093440.html
XM2784120829565206528,航空大厦,湖里-江头-航空大厦 ,整租, 96㎡ ,西北 , 2室2厅1卫 , 中楼层 （26层）,4900,新上 近地铁 精装 随时看房,https://xm.lianjia.com/zufang/XM2784120829565206528.html
XM2776136925025935360,仙阁里花园,思明-SM-仙阁里花园 ,整租, 30㎡ ,西 , 1室1厅1卫 , 低楼层 （9层）,3200,精装 随时看房,https://xm.lianjia.com/zufang/XM2776136925025935360.html
XM2765209265311318016,禹洲领海,海沧-海沧体育中心-禹洲领海 ,整租, 88㎡ ,南 , 3室2厅1卫 , 低楼层 （33层）,3000,随时看房,https://xm.lianjia.com/zufang/XM2765209265311318016.html
XM2774574951653441536,第二城快乐天地,湖里-祥店-第二城快乐天地 ,整租, 40㎡ ,东南 , 2室2厅2卫 , 中楼层 （19层）,3500,精装 双卫生间,https://xm.lianjia.com/zufang/XM2774574951653441536.html
XM2785433121808719872,新景花园,思明-前埔-新景花园 ,整租, 85㎡ ,南 北 , 3室2厅1卫 , 高楼层 （15层）,5000,新上 近地铁 精装,https://xm.lianjia.com/zufang/XM2785433121808719872.html
XM2726174200027938816,世茂璀璨天城二期,集美-集美新城-世茂璀璨天城二期 ,整租, 125㎡ ,南 , 4室2厅3卫 , 中楼层 （33层）,4000,精装,https://xm.lianjia.com/zufang/XM2726174200027938816.html
XM2757231660087902208,世茂璀璨天城一期,集美-集美新城-世茂璀璨天城一期 ,整租, 86㎡ ,南 , 3室2厅2卫 , 高楼层 （33层）,3600,精装 双卫生间,https://xm.lianjia.com/zufang/XM2757231660087902208.html
XM2684746168911020032,沧龙花园,海沧-海沧生活区-沧龙花园 ,整租, 192㎡ ,南 , 4室2厅2卫 , 高楼层 （6层）,4000,双卫生间,https://xm.lianjia.com/zufang/XM2684746168911020032.html
XM2781765441868005376,厦港新村,思明-厦大-厦港新村 ,整租, 60㎡ ,南 北 , 2室1厅1卫 , 中楼层 （7层）,3600,,https://xm.lianjia.com/zufang/XM2781765441868005376.html
XM2774581856878993408,世茂璀璨天城二期,集美-集美新城-世茂璀璨天城二期 ,整租, 103㎡ ,南 , 3室2厅2卫 , 中楼层 （33层）,3800,精装 双卫生间 随时看房,https://xm.lianjia.com/zufang/XM2774581856878993408.html
XM2758887276514910208,龙湖春江郦城二期,集美-杏北-龙湖春江郦城二期 ,整租, 81㎡ ,北 , 1室1厅1卫 , 中楼层 （33层）,3600,近地铁 精装 随时看房,https://xm.lianjia.com/zufang/XM2758887276514910208.html
XM2778884587302944768,信和上筑,思明-莲坂-信和上筑 ,整租, 68㎡ ,南 , 2室1厅1卫 , 中楼层 （25层）,4850,近地铁 精装 随时看房,https://xm.lianjia.com/zufang/XM2778884587302944768.html
XM2788266969046974464,中航城国际社区C座,集美-集美新城-中航城国际社区C座 ,整租, 89㎡ ,东南 , 3室1厅1卫 , 高楼层 （40层）,3500,新上 精装 随时看房,https://xm.lianjia.com/zufang/XM2788266969046974464.html
XM2785499429820973056,天伦花园,思明-莲花-天伦花园 ,整租, 57㎡ ,北 , 2室1厅1卫 , 低楼层 （10层）,3100,新上 近地铁 精装,https://xm.lianjia.com/zufang/XM2785499429820973056.html
XM2762901237866708992,宏山新村,湖里-金山-宏山新村 ,整租, 74㎡ ,南 , 2室1厅1卫 , 低楼层 （6层）,3800,随时看房,https://xm.lianjia.com/zufang/XM2762901237866708992.html
XM2786885320162156544,海燕新村,思明-禾祥东路-海燕新村 ,整租, 95㎡ ,南 北 , 3室2厅2卫 , 中楼层 （4层）,4700,新上 精装 双卫生间,https://xm.lianjia.com/zufang/XM2786885320162156544.html
XM2782641576634499072,能群大厦,思明-莲坂-能群大厦 ,整租, 54㎡ ,西北 , 1室1厅1卫 , 中楼层 （24层）,4200,近地铁 精装 随时看房,https://xm.lianjia.com/zufang/XM2782641576634499072.html
XM2775422018525601792,信和银湖天峰,思明-市政府-信和银湖天峰 ,整租, 56㎡ ,西 , 1室1厅1卫 , 低楼层 （39层）,5000,精装 随时看房,https://xm.lianjia.com/zufang/XM2775422018525601792.html
XM2783253913501958144,国贸广场,思明-禾祥西路-国贸广场 ,整租, 94㎡ ,南 北 , 2室2厅1卫 , 中楼层 （10层）,4500,近地铁 随时看房,https://xm.lianjia.com/zufang/XM2783253913501958144.html
XM2778967786448764928,未来海岸水云湾,海沧-未来海岸北师大-未来海岸水云湾 ,整租, 124㎡ ,南 , 3室2厅2卫 , 低楼层 （31层）,3500,精装 双卫生间 随时看房,https://xm.lianjia.com/zufang/XM2778967786448764928.html
XM2773155643958771712,禹洲卢卡小镇,翔安-新店-禹洲卢卡小镇 ,整租, 122㎡ ,南 , 4室1厅2卫 , 中楼层 （44层）,3200,精装 双卫生间 随时看房,https://xm.lianjia.com/zufang/XM2773155643958771712.html
XM2758771444099063808,国贸天峯,集美-杏北-国贸天峯 ,整租, 98㎡ ,东南 , 3室2厅2卫 , 低楼层 （34层）,4000,近地铁 精装 双卫生间 随时看房,https://xm.lianjia.com/zufang/XM2758771444099063808.html
XM2704297594825752576,海投第一湾,海沧-马銮湾东-海投第一湾 ,整租, 127㎡ ,南 北 , 4室2厅2卫 , 高楼层 （36层）,3500,近地铁 精装 双卫生间 随时看房,https://xm.lianjia.com/zufang/XM2704297594825752576.html
XM2784190196592148480,富源世家,思明-莲坂-富源世家 ,整租, 55㎡ ,南 , 1室1厅1卫 , 高楼层 （7层）,3500,新上 精装 随时看房,https://xm.lianjia.com/zufang/XM2784190196592148480.html
XM2784725240600084480,裕发广场,思明-富山-裕发广场 ,整租, 49㎡ ,南 北 , 1室1厅1卫 , 低楼层 （23层）,3300,新上 近地铁 精装 押一付一 随时看房,https://xm.lianjia.com/zufang/XM2784725240600084480.html
XM2778248901944688640,融景湾,湖里-湖边水库-融景湾 ,整租, 50㎡ ,南 , 2室1厅1卫 , 高楼层 （31层）,3500,随时看房,https://xm.lianjia.com/zufang/XM2778248901944688640.html
XM2783384190488682496,集美中心花园,集美-集美文教区-集美中心花园 ,整租, 111㎡ ,南 , 3室2厅2卫 , 中楼层 （6层）,3800,新上 精装 双卫生间 随时看房,https://xm.lianjia.com/zufang/XM2783384190488682496.html
XM2748548920421924864,世茂璀璨天城一期,集美-集美新城-世茂璀璨天城一期 ,整租, 106㎡ ,南 , 3室2厅2卫 , 低楼层 （33层）,4500,精装 双卫生间 随时看房,https://xm.lianjia.com/zufang/XM2748548920421924864.html
XM2787556104908324864,海上五月花六期,集美-集美其它-海上五月花六期 ,整租, 90㎡ ,东南 , 3室2厅1卫 , 高楼层 （39层）,3500,新上 精装 随时看房,https://xm.lianjia.com/zufang/XM2787556104908324864.html
XM2754150096919592960,信和银湖天峰,思明-市政府-信和银湖天峰 ,整租, 127㎡ ,东 东南 南 , 2室2厅2卫 , 中楼层 （39层）,11000,精装 双卫生间,https://xm.lianjia.com/zufang/XM2754150096919592960.html
XM2754344340255154176,建发央著一期,集美-集美新城-建发央著一期 ,整租, 128㎡ ,东南 , 3室2厅3卫 , 低楼层 （5层）,22000,随时看房,https://xm.lianjia.com/zufang/XM2754344340255154176.html
XM2754447026782470144,普利花园大厦,思明-禾祥西路-普利花园大厦 ,整租, 110㎡ ,东 南 北 , 2室1厅1卫 , 高楼层 （33层）,9000,精装,https://xm.lianjia.com/zufang/XM2754447026782470144.html
XM2754507249622982656,自然家园,思明-火车站-自然家园 ,整租, 138㎡ ,南 北 , 3室2厅2卫 , 高楼层 （11层）,7000,精装 双卫生间 随时看房,https://xm.lianjia.com/zufang/XM2754507249622982656.html
XM2754485503994118144,海城花园,思明-思北-海城花园 ,整租, 132㎡ ,南 北 , 3室2厅2卫 , 低楼层 （8层）,6800,精装 双卫生间,https://xm.lianjia.com/zufang/XM2754485503994118144.html
XM2754483188016349184,南湖中祥大厦,思明-槟榔-南湖中祥大厦 ,整租, 118㎡ ,北 , 4室0厅4卫 , 高楼层 （31层）,7000,近地铁,https://xm.lianjia.com/zufang/XM2754483188016349184.html
XM2754854161253138432,中交和美新城（二期三期）,集美-集美新城-中交和美新城（二期三期） ,整租, 181㎡ ,南 , 5室3厅3卫 , 低楼层 （3层）,11000,近地铁,https://xm.lianjia.com/zufang/XM2754854161253138432.html
XM2755032703899271168,万达广场,湖里-万达广场-万达广场 ,整租, 88㎡ ,南 , 2室1厅0卫 , 高楼层 （19层）,5300,精装 随时看房,https://xm.lianjia.com/zufang/XM2755032703899271168.html
XM2754439015117111296,世茂璀璨天城一期,集美-集美新城-世茂璀璨天城一期 ,整租, 141㎡ ,南 北 , 4室2厅2卫 , 高楼层 （13层）,6000,精装 双卫生间,https://xm.lianjia.com/zufang/XM2754439015117111296.html
XM2754913414932602880,东坪安置房小区,思明-火车站-东坪安置房小区 ,整租, 111㎡ ,东南 , 3室2厅2卫 , 中楼层 （26层）,5000,双卫生间,https://xm.lianjia.com/zufang/XM2754913414932602880.html
XM2756469567651061760,富山名仕园,思明-莲坂-富山名仕园 ,整租, 89㎡ ,西北 , 2室2厅1卫 , 中楼层 （25层）,6500,精装 随时看房,https://xm.lianjia.com/zufang/XM2756469567651061760.html
XM2758644082481045504,宝达大厦,思明-莲坂-宝达大厦 ,整租, 110㎡ ,西南 , 3室2厅2卫 , 高楼层 （31层）,5500,精装 双卫生间,https://xm.lianjia.com/zufang/XM2758644082481045504.html
XM2755186468459913216,慧景城,思明-思北-慧景城 ,整租, 147㎡ ,西北 , 3室2厅2卫 , 低楼层 （31层）,6900,双卫生间,https://xm.lianjia.com/zufang/XM2755186468459913216.html
XM2756345341493657600,万达广场,湖里-万达广场-万达广场 ,整租, 90㎡ ,南 , 2室1厅0卫 , 中楼层 （19层）,8200,精装,https://xm.lianjia.com/zufang/XM2756345341493657600.html
XM2755656124878561280,慧景城,思明-思北-慧景城 ,整租, 300㎡ ,西南 北 , 5室2厅3卫 , 高楼层 （31层）,14000,精装,https://xm.lianjia.com/zufang/XM2755656124878561280.html
XM2758639074657959936,西雅图,海沧-海沧外国语片区-西雅图 ,整租, 172㎡ ,南 , 4室2厅2卫 , 低楼层 （44层）,6800,精装 双卫生间,https://xm.lianjia.com/zufang/XM2758639074657959936.html
XM2756632808159191040,住宅,集美-集美新城-住宅·水晶湖郡 ,整租, 193㎡ ,西南 , 4室2厅3卫 , 低楼层 （27层）,5800,精装,https://xm.lianjia.com/zufang/XM2756632808159191040.html
XM2757991728236462080,建发中央湾区一期,湖里-五缘湾-建发中央湾区一期 ,整租, 102㎡ ,南 , 3室1厅2卫 , 中楼层 （25层）,7800,精装 双卫生间 随时看房,https://xm.lianjia.com/zufang/XM2757991728236462080.html
XM2770816165256101888,筼筜书院,思明-文园路-筼筜书院 ,整租, 86㎡ ,南 北 , 2室1厅1卫 , 中楼层 （18层）,9000,精装,https://xm.lianjia.com/zufang/XM2770816165256101888.html
XM2771016641520615424,博士山庄,湖里-南山路-博士山庄 ,整租, 324㎡ ,南 北 , 6室3厅3卫 , 低楼层 （1层）,26000,近地铁,https://xm.lianjia.com/zufang/XM2771016641520615424.html
XM2771588974979063808,东坑安居房,海沧-滨海社区-东坑安居房 ,整租, 137㎡ ,东南 , 3室2厅2卫 , 高楼层 （16层）,5000,精装 双卫生间,https://xm.lianjia.com/zufang/XM2771588974979063808.html
XM2772328163396042752,水晶森林二期,湖里-枋湖-水晶森林二期 ,整租, 113㎡ ,南 北 , 3室2厅1卫 , 中楼层 （12层）,6300,精装,https://xm.lianjia.com/zufang/XM2772328163396042752.html
XM2771593954867814400,新华城,思明-实验小学及周边-新华城 ,整租, 72㎡ ,北 , 2室2厅1卫 , 高楼层 （30层）,6000,精装,https://xm.lianjia.com/zufang/XM2771593954867814400.html
XM2772460260903370752,海上五月花六期,集美-集美其它-海上五月花六期 ,整租, 178㎡ ,东南 南 , 4室2厅2卫 , 高楼层 （39层）,5500,双卫生间,https://xm.lianjia.com/zufang/XM2772460260903370752.html
XM2772493460639318016,浦南花园,思明-火车站-浦南花园 ,整租, 105㎡ ,东 南 , 3室2厅2卫 , 低楼层 （33层）,6200,精装 双卫生间 随时看房,https://xm.lianjia.com/zufang/XM2772493460639318016.html
XM2771781859376906240,瑞景公园,思明-瑞景-瑞景公园 ,整租, 164㎡ ,南 , 6室2厅3卫 , 高楼层 （25层）,14500,精装 随时看房,https://xm.lianjia.com/zufang/XM2771781859376906240.html
XM2771576029461094400,华侨海景城,思明-思北-华侨海景城 ,整租, 140㎡ ,西南 , 3室2厅2卫 , 中楼层 （36层）,8000,精装 双卫生间,https://xm.lianjia.com/zufang/XM2771576029461094400.html
XM2772288602074251264,华永天地,湖里-江头-华永天地 ,整租, 80㎡ ,东 , 2室2厅1卫 , 高楼层 （15层）,5800,精装,https://xm.lianjia.com/zufang/XM2772288602074251264.html
XM2771597387276763136,万达广场,湖里-万达广场-万达广场 ,整租, 110㎡ ,南 北 , 1室1厅1卫 , 高楼层 （19层）,7500,,https://xm.lianjia.com/zufang/XM2771597387276763136.html
XM2771177264942161920,水晶森林一期,湖里-枋湖-水晶森林一期 ,合租, 30㎡ ,南 , 4室2厅3卫 , 中楼层 （12层）,5000,随时看房,https://xm.lianjia.com/zufang/XM2771177264942161920.html
XM2771484041747103744,龙湖春江郦城一期,集美-杏北-龙湖春江郦城一期 ,整租, 15㎡ ,东南 , 1室0厅1卫 , 低楼层 （33层）,600,近地铁 精装 随时看房,https://xm.lianjia.com/zufang/XM2771484041747103744.html
XM2781383791376613376,广顺花园,思明-莲前-广顺花园 ,整租, 60㎡ ,东 北 , 2室1厅1卫 , 中楼层 （7层）,2500,精装,https://xm.lianjia.com/zufang/XM2781383791376613376.html
XM2705052157916758016,翠湖村小区,思明-松柏-翠湖村小区 ,整租, 20㎡ ,南 北 , 1室1厅0卫 , 高楼层 （2层）,1100,近地铁,https://xm.lianjia.com/zufang/XM2705052157916758016.html
XM2770836227250208768,磁巷,思明-中山路-磁巷 ,整租, 30㎡ ,东南 , 1室1厅1卫 , 低楼层 （2层）,1400,精装 随时看房,https://xm.lianjia.com/zufang/XM2770836227250208768.html
XM2784069995096195072,龙湖春江郦城二期,集美-杏北-龙湖春江郦城二期 ,整租, 18㎡ ,西 , 1室0厅1卫 , 中楼层 （33层）,600,新上 近地铁 精装 随时看房,https://xm.lianjia.com/zufang/XM2784069995096195072.html
XM2784197163305926656,龙门天下,湖里-江头-龙门天下 ,整租, 55㎡ ,南 , 1室1厅1卫 , 高楼层 （23层）,2300,新上 精装,https://xm.lianjia.com/zufang/XM2784197163305926656.html
XM2662268513108107264,香港广场,思明-思北-香港广场 ,整租, 45㎡ ,西 北 , 1室1厅1卫 , 中楼层 （38层）,2400,近地铁 随时看房,https://xm.lianjia.com/zufang/XM2662268513108107264.html
XM2786332883030654976,英皇湖畔花苑,思明-松柏-英皇湖畔花苑 ,整租, 30㎡ ,南 , 1室0厅1卫 , 高楼层 （29层）,800,新上 精装 随时看房,https://xm.lianjia.com/zufang/XM2786332883030654976.html
XM2746213860116799488,军岳山庄,思明-SM-军岳山庄 ,整租, 125㎡ ,南 北 , 3室2厅1卫 , 低楼层 （7层）,4000,随时看房,https://xm.lianjia.com/zufang/XM2746213860116799488.html
XM2749316852445618176,世茂璀璨天城一期,集美-集美新城-世茂璀璨天城一期 ,整租, 85㎡ ,南 , 3室2厅2卫 , 低楼层 （32层）,3800,精装 双卫生间,https://xm.lianjia.com/zufang/XM2749316852445618176.html
XM2747807705166528512,东坪安置房小区,思明-火车站-东坪安置房小区 ,整租, 54㎡ ,东 , 1室1厅1卫 , 中楼层 （26层）,4200,,https://xm.lianjia.com/zufang/XM2747807705166528512.html
XM2747913598717132800,东坪安置房小区,思明-火车站-东坪安置房小区 ,整租, 85㎡ ,西北 , 2室2厅1卫 , 高楼层 （26层）,4600,,https://xm.lianjia.com/zufang/XM2747913598717132800.html
XM2745871590574538752,侨福城侨龙里,思明-瑞景-侨福城侨龙里 ,整租, 90㎡ ,东南 , 2室2厅1卫 , 高楼层 （6层）,4300,精装,https://xm.lianjia.com/zufang/XM2745871590574538752.html
XM2747793975774543872,保利叁仟栋一期,同安-环东海域-保利叁仟栋一期 ,整租, 96㎡ ,南 北 , 3室2厅1卫 , 中楼层 （40层）,3600,精装 随时看房,https://xm.lianjia.com/zufang/XM2747793975774543872.html
XM2746905786243891200,海投青春海岸,海沧-马銮湾中心片区-海投青春海岸 ,整租, 115㎡ ,南 北 , 3室2厅2卫 , 高楼层 （33层）,3500,近地铁 精装 双卫生间 随时看房,https://xm.lianjia.com/zufang/XM2746905786243891200.html
XM2745721614871576576,集源路,集美-集美文教区-集源路 ,整租, 114㎡ ,南 , 3室1厅2卫 , 高楼层 （7层）,3000,双卫生间 随时看房,https://xm.lianjia.com/zufang/XM2745721614871576576.html
XM2748515771494965248,海投第一湾二期,海沧-马銮湾中心片区-海投第一湾二期·湖海庄园 ,整租, 108㎡ ,南 , 4室2厅2卫 , 低楼层 （31层）,3650,近地铁 精装 双卫生间,https://xm.lianjia.com/zufang/XM2748515771494965248.html
XM2749962141955538944,民警宿舍,思明-文园路-民警宿舍 ,整租, 90㎡ ,南 北 , 3室2厅1卫 , 中楼层 （8层）,4000,随时看房,https://xm.lianjia.com/zufang/XM2749962141955538944.html
XM2749949960966373376,金都海尚国际,同安-环东海域-金都海尚国际 ,整租, 141㎡ ,东南 , 3室2厅0卫 , 中楼层 （40层）,4000,精装,https://xm.lianjia.com/zufang/XM2749949960966373376.html
XM2750670418695700480,莲花首岸,集美-集美新城-莲花首岸 ,整租, 95㎡ ,东南 , 3室2厅1卫 , 高楼层 （35层）,4190,近地铁,https://xm.lianjia.com/zufang/XM2750670418695700480.html
XM2749891561314852864,恒大帝景,集美-集美新城-恒大帝景 ,整租, 125㎡ ,南 , 3室2厅2卫 , 低楼层 （25层）,4200,精装 双卫生间,https://xm.lianjia.com/zufang/XM2749891561314852864.html
XM2750678830791262208,石鼓路,集美-集美文教区-石鼓路 ,整租, 108㎡ ,南 北 , 3室1厅1卫 , 高楼层 （7层）,4000,精装,https://xm.lianjia.com/zufang/XM2750678830791262208.html
XM2769577487947005952,橡树湾四期,集美-杏北-橡树湾四期 ,整租, 89㎡ ,南 北 , 4室2厅2卫 , 中楼层 （30层）,5000,精装 双卫生间,https://xm.lianjia.com/zufang/XM2769577487947005952.html
XM2768927824533258240,特房山水新座,湖里-万达广场-特房山水新座 ,整租, 40㎡ ,南 , 2室0厅1卫 , 中楼层 （18层）,3000,,https://xm.lianjia.com/zufang/XM2768927824533258240.html
XM2768746585545785344,万科金域华府二期,集美-杏林桥头-万科金域华府二期 ,整租, 127㎡ ,东南 , 4室2厅2卫 , 中楼层 （41层）,4300,近地铁 精装 双卫生间,https://xm.lianjia.com/zufang/XM2768746585545785344.html
XM2769692777494626304,IOI棕榈城,集美-集美新城-IOI棕榈城 ,整租, 177㎡ ,南 , 4室2厅2卫 , 低楼层 （3层）,4500,双卫生间,https://xm.lianjia.com/zufang/XM2769692777494626304.html
